c++,0.02096271151557613,1,257.2102803738317,68
sun microsystems,0.021513320912426786,2,361.9705882352941,136
apple inc.,0.022164634031323245,3,111.44295302013423,2
windows 8,0.023688160527047537,4,185.42592592592595,20
domain-specific language,0.07253797250230506,375,749.0833333333334,360,step two
microsoft excel,0.07260089152181351,122,443.7,178
pc magazine,0.07260482042818356,376,868.9,424,step two
windows api,0.0726100412063192,377,627.9861111111111,292,step two
source code,0.0726856766790509,123,233.49253731343282,54
web server,0.07273706083827741,378,871.1250000000001,425,step two
email,0.0730217865472994,124,349.34090909090907,130
backward compatibility,0.0730595407819873,379,777.5333333333332,380,step two
ansi c,0.07308060637683682,380,853.0769230769231,417,step two
drag and drop,0.07309597457284263,125,518.6818181818181,220
gnu general public license,0.07316051028797821,126,273.2985074626866,76
activex,0.07325792340535782,381,785.9137931034483,386,step two
safari (web browser),0.07334677766123432,382,664.8421052631579,317,step two
spreadsheet,0.07345565161114315,127,307.73809523809524,102
make (software),0.07364847957481191,383,886.46,427,step two
static typing,0.073706097211781,384,758.45,368,step two
free pascal,0.07373682745388924,385,765.0517241379309,370,step two
borland,0.07377091339269656,386,888.52,429,step two
softpedia,0.07380743809298676,128,432.1428571428571,173
tex,0.0738831288774187,387,839.3888888888888,413,step two
directx,0.07391751445472512,388,468.71000000000004,214,step two
compiler,0.07396283523419306,129,419.9861111111111,166
byte,0.07396982549541753,389,802.4062499999999,394,step two
software developer,0.07403361119611897,390,892.94,432,step two
programming language,0.07406378524870644,130,323.37719298245617,116
gtk,0.07413802649894344,391,831.3333333333335,410,step two
simple directmedia layer,0.07417560294561863,392,606.0,278,step two
accelerometer,0.07419411001479259,131,361.1744186046512,134
hyperlink,0.07422786958800484,132,370.49999999999994,137
memory management,0.07422974304030311,393,896.2400000000001,435,step two
ubuntu,0.07436406363662316,394,898.5,438,step two
string (computer science),0.07450802238122181,395,350.57142857142856,136,step two
matrix (mathematics),0.07451587889492928,396,899.0166666666667,440,step two
aol,0.07456037558351086,397,901.8030303030303,441,step two
google play,0.07468874878833093,398,903.9629629629629,443,step two
forth (programming language),0.07478616289886467,399,810.5714285714286,400,step two
monolithic kernel,0.07489131622394271,133,519.34375,221
phoronix,0.07489896866621629,400,907.5000000000001,446,step two
mainframe computer,0.07499554874100395,401,909.125,448,step two
call stack,0.07501467544042145,402,864.7307692307692,421,step two
symmetric multiprocessing,0.07510173733802998,403,662.1000000000001,312,step two
class (computer science),0.07516372542426232,404,318.3424657534247,116,step two
java (programming language),0.0751758453442701,134,267.7096774193548,74
real-time computing,0.07533402475695203,405,914.82,449,step two
ruby (programming language),0.07546699642696764,135,475.62499999999994,199
software license,0.07546955161829182,406,596.921052631579,270,step two
mozilla firefox,0.07553910779337768,136,274.42,78
multi-touch,0.07570661889148532,137,221.82575757575756,45
groovy (programming language),0.07572075568724519,407,776.5517241379309,379,step two
activex,0.07577101756563745,138,413.2666666666667,161
application framework,0.07583133784974319,408,923.1875000000001,451,step two
oracle database,0.07591172218891262,409,924.5400000000002,453,step two
pl/i,0.07610277456815948,410,357.50769230769225,141,step two
malware,0.07613387287033868,411,928.2777777777777,455,step two
python (programming language),0.07622343736737118,139,326.29687499999994,117
type conversion,0.07626152399289846,412,888.72,430,step two
advanced encryption standard,0.07628258967609716,413,930.78,457,step two
blackberry,0.07632712355191018,140,700.25,288
integrated development environment,0.07640799683220903,141,188.08333333333334,25
gnome,0.0764687308344109,142,313.1666666666667,108
backward compatibility,0.07648426055341717,143,673.35,277
random-access memory,0.07653112467998313,414,819.6891891891893,405,step two
processor register,0.07657302329586885,415,935.6666666666666,459,step two
internet explorer,0.07657653142440826,144,182.0272727272727,19
website,0.0765934002231331,145,282.06000000000006,85
array data type,0.07682809374979521,416,939.9583333333334,460,step two
middleware,0.07694943794632327,417,942.0,461,step two
digital rights management,0.07697500912818532,146,297.046875,95
ios (apple),0.07710077631910932,147,554.6363636363636,235
hexadecimal,0.07727231299184618,418,841.8275862068965,415,step two
blackberry os,0.07731796576715491,148,719.6875,299
openoffice.org,0.07733947286373492,419,948.5625,465,step two
open-source software,0.07740024739271423,149,212.24568965517238,39
the verge,0.07740919642199097,420,824.78125,408,step two
peripheral,0.07766175786157298,150,473.4230769230769,198
opensuse,0.07774684266636486,421,955.4166666666667,466,step two
scalable vector graphics,0.07776409984917901,151,304.4090909090909,99
software engineering,0.07782192748348182,422,956.6800000000001,468,step two
gplv2,0.07785020916558777,423,716.2741935483872,346,step two
universal serial bus,0.0778798850733455,152,599.25,247
memory leak,0.0779114770188353,424,890.04,431,step two
elixir (programming language),0.07804610662928166,425,645.3000000000001,300,step two
free software,0.07805979111626146,153,356.9791666666667,132
ios 5,0.0781673090251871,154,833.4999999999999,334
linux,0.07817758054635324,155,151.17539267015707,11
direct3d,0.07821082859761042,426,664.2058823529411,315,step two
software library,0.07821563825792051,427,963.3043478260869,471,step two
macos big sur,0.07830667087413334,156,727.75,304
thread (computer science),0.07840658236633369,428,429.122641509434,187,step two
serialization,0.07845724995003142,429,967.3695652173913,472,step two
api,0.07846505458056012,157,158.27450980392155,12
operating system,0.07846756942171366,158,112.94623655913979,3
windows phone,0.0784737893126946,159,330.75,121
wired (magazine),0.07852167172193614,430,968.4534883720931,473,step two
apress,0.0786484720379053,431,970.5869565217391,475,step two
portable document format,0.07878596625473884,160,303.49999999999994,97
integer,0.0791160796660417,432,757.3846153846154,367,step two
cache (computing),0.0792156780958555,433,980.1304347826086,483,step two
high-definition video,0.0792435582483342,161,644.7500000000001,265
object (computer science),0.07941394852866054,434,298.8101265822785,109,step two
mozilla foundation,0.07948700673405491,435,984.695652173913,484,step two
computer hardware,0.0795679580805067,436,986.0576923076923,485,step two
softpedia,0.07962212639055052,437,943.4375,462,step two
red hat,0.07969238180501845,438,606.8846153846154,279,step two
firmware,0.07975590633492188,439,989.22,489,step two
microsoft edge,0.07985999386030057,440,962.6250000000001,470,step two
libreoffice,0.0798952917324883,441,991.5652173913043,490,step two
webos,0.08004996413808214,442,904.84,444,step two
strong typing,0.08030539769043704,443,805.5892857142857,398,step two
sql,0.08047163044387724,162,436.7105263157894,174
lazy evaluation,0.08052800855545386,444,907.0600000000001,445,step two
gmail,0.08055637930325664,163,640.0,263
preprocessor,0.08059266209181003,445,924.3750000000001,452,step two
github,0.08064867276393012,164,370.55000000000007,138
supercomputer,0.08080788622645503,446,1006.9200000000002,491,step two
c standard library,0.0809288071816297,447,1008.9545454545453,492,step two
ms-dos,0.08095279636968766,165,501.08064516129025,211
arbitrary-precision arithmetic,0.08109495192567,448,1011.7499999999999,493,step two
bit,0.0811581644910226,449,806.3437499999999,399,step two
netscape,0.08124543329617986,166,701.5555555555554,289
file transfer protocol,0.0813023245277224,450,1015.2391304347825,497,step two
maemo,0.0813313367241013,451,1015.7272727272726,498,step two
blender (software),0.08139887523793882,452,1016.8636363636363,501,step two
symbian,0.08141576958603261,453,883.7307692307692,426,step two
data compression,0.08143669680568781,454,1017.5,502,step two
internationalization and localization,0.0815677215225326,455,1019.7045454545453,505,step two
verilog,0.08163390926609336,456,1020.8181818181818,508,step two
dynamic programming language,0.08173482065220013,457,929.1458333333333,456,step two
gnu lesser general public license,0.08186027865388895,167,417.2894736842105,164
internet relay chat,0.08191486948365743,458,1025.5454545454543,510,step two
blackberry,0.08193413264238675,459,1025.8695652173913,511,step two
cloud computing,0.08207960122004021,168,385.5925925925926,144
instruction set architecture,0.08212734280574656,460,1023.7291666666666,509,step two
webgl,0.0821943082663275,461,975.695652173913,480,step two
scripting language,0.0822304627344676,169,314.32,113
mobile operating system,0.08241196746245227,462,1016.5,499,step two
central processing unit,0.0824352333728294,170,342.76612903225805,127
office suite,0.0824754391485088,463,1034.9772727272725,513,step two
hard disk,0.082692590404741,171,623.1363636363636,257
ipv6,0.08271983399867935,172,495.9285714285714,208
webos,0.08286414894164902,173,602.85,250
x11,0.08294078909770501,464,1011.9772727272727,495,step two
xul,0.08300066243507365,174,437.1538461538462,175
rich internet application,0.0830727509151849,175,515.9545454545454,219
skype,0.08341639345231168,465,908.1730769230769,447,step two
tizen,0.08344573281841339,466,1018.0454545454545,503,step two
character (computing),0.08345100795311636,176,721.6666666666666,301
device driver,0.08353796920588577,467,715.4583333333334,343,step two
vector graphics,0.08381797062793514,468,955.8541666666667,467,step two
natural language processing,0.08388089551787914,177,523.6666666666666,226
qwerty,0.08401057329164721,178,461.92307692307696,191
managed code,0.08409848611961553,469,1062.2857142857142,518,step two
plain text,0.08410383865901838,179,584.25,245
dynamic dispatch,0.08413952380707108,470,1062.9761904761904,520,step two
ml (programming language),0.08415340237164956,471,557.1463414634146,258,step two
wolfram language,0.08415996976972691,472,973.282608695652,476,step two
endianness,0.08425980668409598,473,1064.9999999999998,524,step two
version control,0.08427678779614654,474,1065.285714285714,525,step two
ftp,0.08439565558050059,475,1067.2857142857142,527,step two
file manager,0.08439848576584236,476,1067.3333333333333,528,step two
event-driven programming,0.08445933475069024,477,1068.357142857143,529,step two
bing (search engine),0.08449302882875907,180,611.05,253
instant messaging,0.0845960230303403,181,296.7,94
proprietary software,0.08462806779794667,182,189.04310344827587,27
world wide web,0.08463359676707216,183,252.06818181818176,67
database management system,0.08483008903046114,478,1074.595238095238,531,step two
managed code,0.08484600364534098,184,519.590909090909,223
bourne shell,0.08490933422003051,479,1075.9285714285716,532,step two
linked list,0.0849164096833849,480,1076.047619047619,533,step two
search engine,0.0849453536979062,185,443.89285714285717,179
free and open-source software,0.08500951961612906,186,374.09259259259255,140
backside illumination,0.08521468502708829,187,729.7500000000001,308
common language infrastructure,0.08533293518735718,481,886.6800000000001,428,step two
computer software,0.08534235257732016,482,1083.2142857142856,534,step two
windows mobile,0.0855055735832278,188,202.35937499999997,34
silicon graphics,0.08554046555124355,483,1086.547619047619,535,step two
hdmi,0.08555337435538668,189,801.7,328
null pointer,0.08576812176562593,484,934.6874999999999,458,step two
secure shell,0.08580367278802746,485,1090.9761904761904,536,step two
tablet computer,0.08585356360699922,190,248.04237288135593,65
pointer (computer programming),0.08586405281783284,486,348.3134328358209,135,step two
dynamic memory allocation,0.08588184950317344,487,1062.7142857142856,519,step two
video game,0.08595570596886709,488,716.3432835820896,347,step two
labview,0.08597039908232976,489,1011.8181818181818,494,step two
pixel,0.08610159628080241,191,484.01851851851865,204
anonymous function,0.08610368032406257,490,987.9565217391304,488,step two
apple maps,0.08616989510910847,192,836.2142857142857,335
google maps,0.08630252894819138,193,685.7777777777777,281
switch statement,0.08657529845191303,491,1016.6363636363635,500,step two
syntax,0.08660743017326496,492,916.3448275862069,450,step two
minicomputer,0.08661098752953547,194,707.181818181818,290
cmake,0.08662973313465441,493,1104.875,538,step two
apple worldwide developers conference,0.08663598804708014,195,565.2727272727273,240
bcpl,0.08669137906882576,494,897.5400000000001,437,step two
shareware,0.08670283889388308,495,986.2608695652174,486,step two
unix-like,0.0868819128143844,196,283.1525423728813,86
variable (computer science),0.08689307225622672,197,738.8750000000001,313
google summer of code,0.08691204412249523,496,1109.625,541,step two
eclipse (software),0.0869459134160228,198,453.64285714285717,182
multiple inheritance,0.08695761584690002,497,893.1600000000001,433,step two
autocomplete,0.08698187894580323,498,1110.8,542,step two
voice over ip,0.08704252456568835,499,987.2500000000001,487,step two
reference (computer science),0.08709688652697078,500,702.609375,334,step two
linux kernel,0.08726424092529997,199,393.5166666666667,148
wysiwyg,0.08728990998178704,200,467.3846153846154,195
bjarne stroustrup,0.08729118051506583,501,599.0270270270271,273,step two
file format,0.08735153618871562,201,385.90625,145
cryptography,0.08737965099727509,502,1073.125,530,step two
algorithm,0.08754601515800206,202,461.55999999999995,190
personal digital assistant,0.08754615047844548,203,289.48,91
unix,0.08774581406693134,204,314.29113924050637,112
touchscreen,0.0877984746710955,205,180.06617647058826,17
goto,0.0878600147027186,503,1125.575,550,step two
internationalization and localization,0.0882630229774877,206,648.9999999999999,269
64-bit computing,0.08827902364256655,504,1132.625,551,step two
computer mouse,0.08841105994880989,207,231.35185185185188,51
algol,0.08850272368145931,505,456.3557692307692,204,step two
openvms,0.08857775580517158,506,652.6944444444445,305,step two
word processing,0.08859911368450632,208,792.8571428571429,325
software testing,0.0886390265711321,209,315.4,114
image processing,0.08871883444467646,507,1140.025,552,step two
method (computer science),0.08872025937801006,508,770.1724137931034,375,step two
gui,0.08889211657723525,210,205.9848484848485,37
encryption,0.08902127190964086,509,1145.1136363636363,554,step two
hybrid kernel,0.08913376791143096,211,764.7222222222222,318
data mining,0.08967536633555866,510,1156.1190476190475,556,step two
free software foundation,0.0896984015631113,212,583.4285714285714,244
microsdhc,0.08992471898850446,213,841.9285714285713,337
modula-2,0.08999046219042439,511,444.77450980392155,196,step two
list of free and open-source software packages,0.0901828632544737,512,1164.6578947368423,557,step two
computer memory,0.09023149775521501,513,1165.4761904761904,558,step two
computer security,0.09023149775521501,514,1165.4761904761904,559,step two
multimedia,0.09026641108936906,214,423.5,167
corba,0.09027201409273919,515,1166.157894736842,561,step two
netbook,0.09043816627069322,215,507.53846153846155,214
shader,0.09054387066130196,516,973.5652173913044,477,step two
ubuntu (operating system),0.09059658847991664,216,675.2916666666666,279
random access memory,0.0906458672032989,217,328.2222222222222,119
meego,0.09072402448324332,517,1173.7631578947369,567,step two
unified modeling language,0.09087938776563273,218,506.66666666666674,213
nosql,0.09109470428445261,518,1180.0,568,step two
gstreamer,0.09109783238404086,519,1180.0526315789475,569,step two
commercial software,0.09111356353322032,219,313.5416666666667,109
gimp,0.09117906643425268,220,748.625,316
common language runtime,0.09120457575989377,520,1014.0,496,step two
dart (programming language),0.09149902829109784,521,968.7608695652174,474,step two
chrome os,0.09176880974572346,522,1191.342105263158,573,step two
statistics,0.09181231350110838,523,1192.074074074074,574,step two
molecular dynamics,0.09191113827698946,524,1193.7368421052633,575,step two
original equipment manufacturer,0.09198094672206586,221,620.625,255
numerical analysis,0.0919921560563255,525,1195.1,576,step two
video game,0.0920432596492866,222,640.8673469387755,264
design,0.0921324356698984,223,546.1666666666667,231
mobile phone,0.0921340228049356,224,402.41071428571433,154
garbage collection (computer science),0.09215444979734788,225,602.5384615384617,249
vulkan (api),0.09220970101887332,526,979.4347826086955,482,step two
hypertext,0.09226862388302867,226,551.2727272727273,234
window (computing),0.09230211752637324,227,357.65625000000006,133
software development,0.09259758365133354,228,242.07142857142856,60
random-access memory,0.09262213100983983,229,361.47368421052636,135
web service,0.09263529333167254,527,1205.921052631579,577,step two
c programming language,0.09273348903630596,528,1166.0263157894738,560,step two
software,0.09282474585667468,230,178.74305555555554,16
closure (computer science),0.09282884681805677,529,902.1200000000001,442,step two
vala (programming language),0.09284278730628875,530,1108.075,540,step two
dec alpha,0.09292718891361235,531,1020.3043478260869,506,step two
start menu,0.09313258357205627,231,600.85,248
trialware,0.09315967156227434,532,1063.1190476190475,521,step two
desktop computer,0.0933873666751809,533,1218.575,580,step two
richard stallman,0.09349417228617209,534,1051.1136363636363,514,step two
home theater pc,0.09377846957714016,232,841.8571428571428,336
object-oriented programming,0.09387426478959712,233,263.66,71
header file,0.09392771981155691,535,1227.6666666666665,581,step two
vim (text editor),0.09407276048250482,536,975.108695652174,479,step two
hybrid kernel,0.09409257735378089,537,1020.6521739130435,507,step two
windows registry,0.09423634957872773,234,711.3333333333333,294
binary file,0.09437182306143517,538,1235.138888888889,586,step two
source-to-source compiler,0.09443125695361215,539,1236.1388888888887,588,step two
emacs,0.09445904991949873,235,454.46428571428567,184
visual programming language,0.09457795637436164,540,1233.7222222222222,584,step two
middleware,0.09459077319016798,236,546.8636363636364,232
usb flash drive,0.0946035976300541,237,729.6666666666665,307
side effect (computer science),0.09477135089218061,541,1241.8611111111109,594,step two
visual basic for applications,0.09483344479422341,542,1113.9250000000002,545,step two
free software license,0.09484117540624014,543,1019.0227272727271,504,step two
expression (programming),0.09484422621791305,544,1238.9166666666665,592,step two
mouse (computing),0.0950076023998824,238,304.1,98
record (computer science),0.09525567139795066,545,899.0000000000001,439,step two
syntactic sugar,0.09561315545780959,546,974.7608695652174,478,step two
java virtual machine,0.0957123359433836,239,409.2222222222222,157
modem,0.09574503366065724,240,657.7916666666666,274
ethernet,0.09574555230220144,547,1113.8000000000002,544,step two
openssl,0.09580397184699661,548,1182.578947368421,570,step two
class (computer programming),0.09590179864171003,549,523.5,238,step two
opengl es,0.09590383281421568,550,1118.7250000000001,547,step two
database,0.09597417647186984,241,305.9193548387097,100
open-source license,0.09600214852438795,551,943.7083333333334,463,step two
computer program,0.09602591097496364,242,341.5,126
geotagging,0.09612943571037444,243,809.5714285714286,330
human–computer interaction,0.096252915243684,244,216.37037037037038,43
inter-process communication,0.09632818867892856,552,1268.0555555555554,597,step two
rebol,0.09635790562501707,553,1268.5555555555554,599,step two
web application,0.09641080723646964,245,133.19047619047618,7
file system,0.0966985809548485,246,327.4,118
regular expression,0.09683188957978314,247,851.1875,338
software framework,0.09709903514401944,248,307.8095238095238,103
cryptocurrency,0.09723672092189227,554,1262.6944444444443,596,step two
computer graphics,0.09742284975151044,555,1286.4736842105262,600,step two
lua (programming language),0.09749902513928144,249,698.9090909090909,286
microsoft .net,0.0977933394548896,556,1054.452380952381,517,step two
computer keyboard,0.0978680764961213,250,195.99999999999997,31
terminal emulator,0.09808930915666117,251,454.8846153846155,185
computer science,0.09828804726470187,252,717.4736842105264,296
input/output,0.09829806107617331,557,704.9444444444445,336,step two
dialog box,0.0983537718605954,253,695.9375,283
read-only memory,0.09837479003406288,254,460.7115384615384,189
software engineering,0.09839987398008322,255,457.78125000000006,186
multiplayer video game,0.0984418669088384,256,719.1206896551724,297
computing platform,0.09847362598511596,257,289.875,92
function (programming),0.09850820830570893,558,1304.735294117647,602,step two
web browser,0.09853269680626683,258,123.39873417721519,4
physics engine,0.09890152082746861,559,1311.3529411764707,606,step two
operating systems,0.09903612111269303,560,1313.6176470588236,609,step two
information hiding,0.09917342803298437,561,1111.35,543,step two
code refactoring,0.09923173911509098,562,1306.735294117647,604,step two
adobe flash player,0.09925505257445214,259,732.7500000000001,309
windows powershell,0.0995512462557432,563,1124.9250000000002,548,step two
javafx,0.09979252689776738,260,924.25,351
forrester research,0.09983182755305298,261,1100.1999999999998,375
pascal (programming language),0.09988954147262888,262,873.7272727272726,343
message passing interface,0.09993365420497564,564,1170.342105263158,565,step two
facial recognition system,0.0999739388691202,263,657.6666666666666,273
imessage,0.09997917233879104,264,934.5,357
field-programmable gate array,0.09998873280444513,565,1286.722222222222,601,step two
adobe photoshop,0.09999090213794593,566,1184.2894736842104,571,step two
namespace,0.10021262871060617,567,1237.5,589,step two
real-time strategy,0.100311415113803,568,1335.0749999999998,612,step two
"""hello, world!"" program",0.10033887325275996,569,1234.7777777777778,585,step two
playlist,0.1005673073132246,265,798.9285714285713,326
dr. dobb's journal,0.10081930851515009,570,1231.5277777777778,583,step two
virtual machine,0.10086692557958936,266,459.975,188
facebook messenger,0.10086883545112378,267,710.5,293
microsoft powerpoint,0.10093799480014493,268,764.4375,317
markup language,0.10096862119164497,571,1208.342105263158,578,step two
embedded system,0.10100969915308157,269,430.06250000000006,172
skin (computing),0.10103663452330555,572,1065.857142857143,526,step two
s60 (software platform),0.10136526741483397,270,698.375,285
lambda calculus,0.10147402374612921,573,1217.7631578947369,579,step two
computer,0.10164186230821956,271,418.48275862068965,165
undefined behavior,0.10165570740828134,574,1107.05,539,step two
oracle database,0.1016788163248248,272,652.1,271
arduino,0.10184837552606968,575,1306.7058823529412,603,step two
electronic design automation,0.10189943627110329,576,1361.7941176470588,613,step two
application software,0.10209695395794284,273,109.36666666666667,1
command line,0.10215990178230866,577,1167.8157894736842,562,step two
computer programming,0.10230762846477648,274,429.7142857142858,171
relational database,0.10235824146399207,275,559.4166666666667,237
mobile app,0.10248436228140324,276,228.41891891891893,48
boost (c++ libraries),0.10253497846232885,578,849.3076923076922,416,step two
computer graphics,0.10260256851437333,277,413.18421052631584,160
add-on (mozilla),0.1026194201803894,278,637.0,259
linux distribution,0.1026508405643988,279,511.5555555555555,217
repetitive strain injury,0.10266689941306648,280,1389.1250000000002,391
non-volatile memory,0.10275647735636084,281,912.5,345
freemium,0.10276340766426593,579,1187.6052631578948,572,step two
control key,0.10276486727562548,282,930.5833333333334,355
windows media audio,0.10300823135951978,283,565.0416666666667,239
haiku (operating system),0.10314648892429505,580,927.5833333333333,454,step two
haxe,0.10320439632575487,581,1312.0294117647059,607,step two
operator (programming),0.1032470779255214,582,1384.46875,615,step two
stack overflow,0.10326447079281643,583,1309.8529411764707,605,step two
type safety,0.10339194803770288,584,1386.9062499999998,616,step two
next,0.10349056788741758,585,1268.4444444444443,598,step two
ieee 754,0.10360553858771403,586,1390.4999999999998,621,step two
mobile operating system,0.10360977399208952,284,226.23333333333335,47
global variable,0.1036742590255437,587,1391.6562499999998,622,step two
industrial design,0.10376843798799618,285,741.8750000000001,315
visual studio code,0.1037816896306974,588,1388.4374999999998,618,step two
method (computer programming),0.10381602874907309,589,894.62,434,step two
ruby programming language,0.10401277885483284,590,1052.7857142857142,516,step two
applescript,0.10409215357991333,591,1398.6875,624,step two
design by contract,0.10415715939948195,592,1399.78125,625,step two
john mylopoulos,0.1041793964036262,286,1374.375,390
lexical analysis,0.1042555967834001,593,1401.4375,626,step two
programming paradigm,0.10429645758427182,594,1402.125,628,step two
recursion (computer science),0.10432136358139325,595,866.9615384615385,423,step two
web page,0.10452521401239508,287,231.92857142857147,53
"cut, copy, and paste",0.1046020074993092,288,1099.6,374
distributed hash table,0.10460894694911181,596,1401.8125,627,step two
personal computer,0.10467061222941804,289,311.43506493506493,107
interpreted language,0.10468222718506086,597,1320.5882352941176,611,step two
desktop computer,0.10468506975332252,290,216.08333333333334,42
java (software platform),0.1047094488753414,291,537.9545454545455,228
parsing,0.10475521293951316,598,1409.84375,630,step two
graphics interchange format,0.10492926652508076,292,634.4444444444445,258
ios (apple),0.10509067250841861,599,1031.522727272727,512,step two
integer (computer science),0.1051995247564277,600,801.0535714285714,393,step two
massively multiplayer online game,0.1055733166830146,293,858.3125000000001,340
memory address,0.10572682117057029,601,1418.40625,631,step two
red hat enterprise linux,0.10580960761224263,602,1141.75,553,step two
git,0.10595012515143223,603,1236.1388888888887,587,step two
software versioning,0.10627806070762587,294,519.4545454545454,222
digital signature,0.10629426953500337,604,1423.3124999999998,632,step two
enumerated type,0.10654131718253368,605,1170.2631578947369,564,step two
social networking service,0.10688719891433944,295,637.4090909090909,260
computer terminal,0.10701485288254807,296,402.0588235294118,153
computer monitor,0.10717137240903407,297,484.4230769230769,205
browser extension,0.10745263624581247,298,391.4666666666667,147
bitmap,0.10791131932758297,299,719.4375,298
usability,0.10797379107623917,300,186.6290322580645,22
international data group,0.1080291704806505,301,476.7833333333333,201
common language runtime,0.10852272419397196,302,714.4375,295
general-purpose programming language,0.1085689471749303,606,1315.6764705882351,610,step two
runtime library,0.10859996666032243,607,1474.533333333333,634,step two
computer network,0.10862921156572557,303,335.6969696969697,124
lapack,0.1087327023528511,608,1476.7666666666664,639,step two
standard library,0.10878223059633192,609,1477.5999999999997,640,step two
static program analysis,0.10887930595355441,610,1479.2333333333333,643,step two
distributed computing,0.1089187045268296,304,769.9999999999999,320
interface (computing),0.10902194729477924,611,1481.6333333333332,646,step two
coldfusion,0.10916458863600406,612,1484.0333333333333,648,step two
mingw,0.109345551005796,613,1476.5,638,step two
donald knuth,0.1093908225158825,614,1094.595238095238,537,step two
simulation,0.10941943845067954,305,996.9166666666667,369
yacc,0.10963152925020894,615,1487.3666666666668,650,step two
abstract syntax tree,0.1096547612814458,616,1125.175,549,step two
interaction design,0.1096572912740462,306,405.1428571428571,155
gzip,0.10969156914664027,617,1492.9,652,step two
ip address,0.10980049558661076,307,785.75,324
portable media player,0.10983226854474032,308,565.5416666666667,241
rendering (computer graphics),0.109922818993683,618,947.8333333333334,464,step two
yaml,0.10999443004499333,619,1479.3,644,step two
units of information,0.1102383647607096,309,1428.5000000000002,396
component object model,0.11025035146438236,310,489.5,207
application framework,0.11033908007142276,311,695.5,282
mobile device,0.11052424542529714,312,215.56666666666666,41
software architecture,0.11074985925288014,313,573.65,243
computer file,0.1109474100311496,314,545.1538461538461,230
function pointer,0.1111887840431253,620,1387.09375,617,step two
general availability,0.11121357104544452,315,1099.6,373
coffeescript,0.11123614347686375,621,1490.8333333333333,651,step two
gecko (software),0.11130405065433024,316,938.75,358
polymorphism (computer science),0.11138270823983296,622,896.8800000000002,436,step two
web service,0.1115042106763597,317,371.764705882353,139
adobe flash player,0.1115076675256022,623,1403.40625,629,step two
string literal,0.11175774014261881,624,1389.4374999999998,619,step two
vlc media player,0.111914225543515,625,1521.7666666666667,654,step two
email client,0.1120135384934961,318,453.65384615384613,183
algorithmic efficiency,0.11225705730527218,319,954.7500000000001,363
windowing system,0.11250864759538128,320,646.2777777777777,266
remote procedure call,0.11276632536803988,321,863.0714285714286,341
transport layer security,0.11278632899955934,322,724.3181818181819,303
k-meleon,0.1131565579819246,323,918.6666666666667,350
inter-process communication,0.11329890913505755,324,779.0625,323
multimedia,0.11355477213814617,626,1557.8999999999999,657,step two
variable (computer science),0.1136201981244827,627,978.4130434782608,481,step two
sandbox (computer security),0.11377400193461541,628,1063.9285714285713,522,step two
web 2.0,0.11410553470831272,325,672.0555555555555,276
message passing,0.1141475766272037,326,979.5833333333334,368
gamespot,0.11425467216129813,327,1208.7777777777776,382
pattern matching,0.11428190580684817,629,1396.875,623,step two
inheritance (object-oriented programming),0.11472785914675003,630,768.8275862068965,373,step two
kde software compilation,0.11473665753686621,631,1577.7857142857142,659,step two
open-source,0.11474302545388519,632,1577.892857142857,660,step two
thin client,0.1148352957784585,328,941.0833333333333,360
programming tool,0.1148873649063151,633,1580.3214285714287,662,step two
ampl,0.1149871289396122,634,1582.0000000000002,663,step two
runtime system,0.115084770333903,635,1583.642857142857,665,step two
oberon (programming language),0.11523848630765937,636,1064.8095238095239,523,step two
order of operations,0.11530977006857315,637,1587.4285714285718,669,step two
list (computing),0.11531826062459843,638,1587.5714285714287,670,step two
calling convention,0.11555611512151097,639,1479.5333333333333,645,step two
boolean data type,0.11559208105641393,640,1592.1785714285713,671,step two
block (programming),0.11562179800250247,641,1592.6785714285716,673,step two
executable and linkable format,0.11583193926412834,642,1596.214285714286,675,step two
for loop,0.11583618454214097,643,1596.2857142857144,676,step two
digital data,0.11595131277822847,329,733.2222222222222,310
computer data storage,0.1164854017295301,330,571.8636363636364,242
pascal programming language,0.11653371087025244,644,1475.1666666666667,636,step two
slashdot,0.11658123083336001,645,1608.8214285714287,681,step two
incremental search,0.11667412055737718,331,917.1666666666667,349
vb.net,0.11668043167016043,646,1474.3666666666666,633,step two
server (computing),0.1168431980512248,332,287.83783783783787,88
browser engine,0.11690663500106785,333,559.8636363636363,238
steve jobs,0.11694316582742185,647,1540.4687499999998,656,step two
digital media,0.11697923049806415,334,1067.9166666666667,371
email,0.1171584471338124,648,1618.5333333333333,682,step two
name binding,0.11746262529538265,335,967.8333333333335,367
dylan (programming language),0.11758108083008906,649,1596.9285714285716,677,step two
scientific visualization,0.1178744315900255,336,1149.3,381
desktop environment,0.11796600534529995,337,446.0625,180
gesture recognition,0.11797615178891235,338,1114.9,379
thread (computing),0.11845792761678668,339,681.8333333333333,280
natural language processing,0.11886398423981218,650,1527.9687499999998,655,step two
scope (computer science),0.11896040699780604,651,1171.4473684210527,566,step two
webassembly,0.11959563926646453,652,1231.1944444444446,582,step two
real-time operating system,0.1200810928837258,340,867.75,342
seed7,0.1209686088009588,653,1313.3823529411766,608,step two
software engineer,0.12115848349825407,341,800.4285714285714,327
flat design,0.12131713613164645,342,1389.625,392
software development process,0.12138111991332436,343,735.5625,311
iterator,0.12138438551387173,654,1583.9285714285716,666,step two
